,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
49%,1,Office Supplies,New York City,United States,David Kendrick,0%,1,12/20/2018,CA-2018-102197,10009,Xerox,Xerox 1908,137,0.4892857143,5,East,280,Corporate,12/26/2018,Standard Class,New York,Paper
45%,1,Office Supplies,New York City,United States,Patrick Jones,0%,1,11/14/2016,CA-2016-137897,10035,Other,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",17,0.4594594595,5,East,37,Corporate,11/19/2016,Standard Class,New York,Paper
45%,1,Office Supplies,Rochester,United States,Julie Creighton,0%,1,10/23/2018,CA-2018-139913,14609,Xerox,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),12,0.4615384615,5,East,26,Corporate,10/29/2018,Standard Class,New York,Paper
12%,1,Office Supplies,Beverly,United States,Anthony Jacobs,0%,1,12/28/2015,CA-2015-141313,1915,Fellowes,"Fellowes Strictly Business Drawer File, Letter/Legal Size",85,0.1207386364,5,East,704,Corporate,1/1/2016,Standard Class,Massachusetts,Storage
24%,1,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2016,CA-2016-117961,1453,Tennsco,"Tennsco Lockers, Sand",25,0.2380952381,5,East,105,Corporate,11/30/2016,Standard Class,Massachusetts,Storage
26%,1,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2017,CA-2017-101336,10011,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",20,0.2564102564,5,East,78,Corporate,11/18/2017,Standard Class,New York,Storage
26%,1,Office Supplies,New York City,United States,Kalyca Meade,0%,1,7/6/2016,CA-2016-108665,10011,Iceberg,Iceberg Mobile Mega Data/Printer Cart,156,0.2591362126,5,East,602,Corporate,7/10/2016,Standard Class,New York,Storage
29%,1,Office Supplies,New York City,United States,Scott Cohen,0%,1,6/26/2018,CA-2018-107132,10009,Acme,Acme Preferred Stainless Steel Scissors,8,0.2857142857,5,East,28,Corporate,6/30/2018,Standard Class,New York,Supplies
29%,1,Office Supplies,Beverly,United States,Anthony Jacobs,0%,1,12/28/2015,CA-2015-141313,1915,Hoover,Hoover Upright Vacuum With Dirt Cup,504,0.2901554404,6,East,"1,737",Corporate,1/1/2016,Standard Class,Massachusetts,Appliances
27%,1,Office Supplies,New York City,United States,Jennifer Patt,0%,1,8/23/2017,CA-2017-158001,10035,Newell,Newell 331,8,0.275862069,6,East,29,Corporate,8/27/2017,Standard Class,New York,Art
34%,1,Office Supplies,Burlington,United States,Claudia Bergmann,0%,1,1/23/2017,US-2017-165505,,Other,4009 Highlighters,3,0.375,6,East,8,Corporate,1/27/2017,Standard Class,Vermont,Art
50%,1,Office Supplies,New York City,United States,Rick Reed,0%,1,2/28/2017,CA-2017-101623,10035,Other,Staples,18,0.5,6,East,36,Corporate,3/6/2017,Standard Class,New York,Fasteners
48%,1,Office Supplies,Wilmington,United States,Georgia Rosenberg,0%,1,11/19/2015,US-2015-123183,19805,Avery,Avery 480,11,0.4782608696,6,East,23,Corporate,11/25/2015,Standard Class,Delaware,Labels
46%,1,Office Supplies,Clinton,United States,Odella Nelson,0%,1,12/2/2015,CA-2015-154095,20735,Avery,Avery 509,7,0.4375,6,East,16,Corporate,12/7/2015,Standard Class,Maryland,Labels
48%,1,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2018,CA-2018-157987,10009,Avery,Avery 518,9,0.4736842105,6,East,19,Corporate,9/6/2018,Standard Class,New York,Labels
49%,1,Office Supplies,Newark,United States,Dorothy Badders,0%,1,3/2/2018,CA-2018-104885,19711,Easy-staple paper,Easy-staple paper,33,0.4852941176,6,East,68,Corporate,3/8/2018,Standard Class,Delaware,Paper
45%,1,Office Supplies,Dover,United States,Sung Pak,0%,1,2/16/2016,CA-2016-156923,3820,Xerox,Xerox 1920,16,0.4444444444,6,East,36,Corporate,2/20/2016,Standard Class,New Hampshire,Paper
0%,1,Office Supplies,New York City,United States,Ellis Ballard,0%,1,12/4/2017,CA-2017-139885,10035,Belkin,Belkin OmniView SE Rackmount Kit,0,0,6,East,213,Corporate,12/8/2017,Standard Class,New York,Storage
25%,1,Office Supplies,New York City,United States,Justin Deggeller,0%,1,11/19/2018,CA-2018-168858,10011,Hoover,Hoover Shoulder Vac Commercial Portable Vacuum,626,0.2499001996,7,East,"2,505",Corporate,11/23/2018,Standard Class,New York,Appliances
28%,1,Office Supplies,New York City,United States,Dean Katz,0%,1,7/3/2017,CA-2017-168543,10035,Avanti,Avanti 1.7 Cu. Ft. Refrigerator,198,0.2800565771,7,East,707,Corporate,7/7/2017,Standard Class,New York,Appliances
30%,1,Office Supplies,Newark,United States,Harold Engle,0%,1,7/8/2018,CA-2018-140480,19711,Newell,Newell 325,9,0.3103448276,7,East,29,Corporate,7/12/2018,Standard Class,Delaware,Art
43%,1,Office Supplies,New York City,United States,Noel Staavos,0%,1,12/12/2017,CA-2017-169824,10009,Sanford,Sanford Pocket Accent Highlighters,5,0.4545454545,7,East,11,Corporate,12/17/2017,Standard Class,New York,Art
44%,1,Office Supplies,New York City,United States,Stephanie Phelps,0%,1,8/5/2015,CA-2015-110065,10009,Binney & Smith,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",7,0.4375,7,East,16,Corporate,8/11/2015,Standard Class,New York,Art
48%,1,Office Supplies,Wilmington,United States,Georgia Rosenberg,0%,1,11/19/2015,US-2015-123183,19805,Premier,"Premier Elliptical Ring Binder, Black",102,0.4788732394,7,East,213,Corporate,11/25/2015,Standard Class,Delaware,Binders
50%,1,Office Supplies,Lakewood,United States,Charles Sheldon,0%,1,8/12/2015,CA-2015-109302,8701,Other,"Performers Binder/Pad Holder, Black",98,0.5,7,East,196,Corporate,8/16/2015,Standard Class,New Jersey,Binders
47%,1,Office Supplies,Newark,United States,Dorothy Badders,0%,1,3/2/2018,CA-2018-104885,19711,Staple envelope,Staple envelope,27,0.4655172414,7,East,58,Corporate,3/8/2018,Standard Class,Delaware,Envelopes
47%,1,Office Supplies,New York City,United States,Christine Phan,0%,1,3/17/2015,US-2015-148838,10024,Xerox,Xerox 1926,16,0.4571428571,7,East,35,Corporate,3/21/2015,Standard Class,New York,Paper
27%,1,Office Supplies,Newark,United States,Yoseph Carroll,0%,1,11/17/2015,CA-2015-119375,19711,Smead,Smead Adjustable Mobile File Trolley with Lockable Top,792,0.2699386503,7,East,"2,934",Corporate,11/22/2015,Standard Class,Delaware,Storage
0%,1,Office Supplies,Clinton,United States,Ken Heidel,0%,1,9/18/2016,CA-2016-109575,20735,SAFCO,Safco Industrial Wire Shelving System,0,0,7,East,637,Corporate,9/23/2016,Standard Class,Maryland,Storage
26%,1,Office Supplies,Mount Vernon,United States,Neil Ducich,0%,1,6/30/2018,CA-2018-164112,10550,Other,"Dual Level, Single-Width Filing Carts",282,0.2599078341,7,East,"1,085",Corporate,7/4/2018,Standard Class,New York,Storage
47%,1,Office Supplies,New York City,United States,Mark Cousins,0%,1,11/28/2016,CA-2016-161711,10035,Staple envelope,Staple envelope,29,0.4677419355,8,East,62,Corporate,12/3/2016,Standard Class,New York,Envelopes
48%,1,Office Supplies,Columbia,United States,Maureen Fritzler,0%,1,7/22/2017,CA-2017-114307,21044,Xerox,Xerox 216,25,0.4807692308,8,East,52,Corporate,7/26/2017,Standard Class,Maryland,Paper
28%,1,Office Supplies,New York City,United States,Stefania Perrino,0%,1,9/7/2018,CA-2018-148929,10011,Advantus,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",134,0.280334728,8,East,478,Corporate,9/11/2018,Standard Class,New York,Storage
34%,1,Office Supplies,Baltimore,United States,Kalyca Meade,0%,1,12/10/2016,US-2016-138093,21215,Other,Manco Dry-Lighter Erasable Highlighter,9,0.3333333333,9,East,27,Corporate,12/16/2016,Standard Class,Maryland,Art
45%,1,Office Supplies,New Bedford,United States,Shaun Chance,0%,1,8/17/2016,CA-2016-111297,2740,Wilson Jones,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23,0.4423076923,9,East,52,Corporate,8/21/2016,Standard Class,Massachusetts,Binders
45%,1,Office Supplies,Revere,United States,Edward Hooks,0%,1,9/10/2016,US-2016-147242,2151,Xerox,Xerox 1960,125,0.4480286738,9,East,279,Corporate,9/14/2016,Standard Class,Massachusetts,Paper
47%,1,Office Supplies,New York City,United States,Bart Watters,0%,1,12/10/2017,CA-2017-127194,10024,Adams,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",30,0.4761904762,9,East,63,Corporate,12/16/2017,Standard Class,New York,Paper
26%,1,Office Supplies,Baltimore,United States,Muhammed Yedwab,0%,1,4/28/2015,CA-2015-118976,21215,Other,Recycled Steel Personal File for Standard File Folders,129,0.2590361446,9,East,498,Corporate,5/3/2015,Standard Class,Maryland,Storage
49%,1,Office Supplies,New York City,United States,Aaron Smayling,0%,1,7/27/2015,US-2015-150126,10035,Xerox,Xerox 1956,32,0.4848484848,11,East,66,Corporate,8/2/2015,Standard Class,New York,Paper
26%,1,Office Supplies,Fairfield,United States,Suzanne McNair,0%,1,8/28/2016,CA-2016-107902,6824,SAFCO,"SAFCO Mobile Desk Side File, Wire Frame",122,0.2595744681,11,East,470,Corporate,9/2/2016,Standard Class,Connecticut,Storage
48%,1,Office Supplies,Bangor,United States,Marina Lichtenstein,0%,1,8/4/2015,CA-2015-134215,4401,Southworth,Southworth 25% Cotton Premium Laser Paper and Envelopes,125,0.4807692308,13,East,260,Corporate,8/8/2015,Standard Class,Maine,Paper
26%,1,Office Supplies,Burlington,United States,Claudia Bergmann,0%,1,1/23/2017,US-2017-165505,,Iceberg,Iceberg Mobile Mega Data/Printer Cart,407,0.260230179,13,East,"1,564",Corporate,1/27/2017,Standard Class,Vermont,Storage
34%,1,Office Supplies,Philadelphia,United States,Stefania Perrino,20%,1,9/9/2018,US-2018-118087,19134,Quartet,"Quartet Omega Colored Chalk, 12/Pack",2,0.4,1,East,5,Corporate,9/13/2018,Standard Class,Pennsylvania,Art
11%,1,Office Supplies,Philadelphia,United States,Tiffany House,20%,1,5/26/2017,CA-2017-132409,19134,Other,"OIC #2 Pencils, Medium Soft",0,0,1,East,2,Corporate,6/1/2017,Standard Class,Pennsylvania,Art
13%,1,Office Supplies,Philadelphia,United States,Ben Peterman,20%,1,1/4/2017,CA-2017-158211,19143,Newell,Newell 312,1,0.2,1,East,5,Corporate,1/8/2017,Standard Class,Pennsylvania,Art
16%,1,Office Supplies,Philadelphia,United States,Kalyca Meade,20%,1,12/9/2018,CA-2018-148012,19143,Crayola,Crayola Colored Pencils,0,0,1,East,3,Corporate,12/15/2018,Standard Class,Pennsylvania,Art
36%,1,Office Supplies,New York City,United States,Sally Hughsby,20%,1,11/10/2017,CA-2017-125164,10011,Other,Canvas Sectional Post Binders,7,0.35,1,East,20,Corporate,11/14/2017,Standard Class,New York,Binders
35%,1,Office Supplies,New York City,United States,Alan Haines,20%,1,8/24/2018,CA-2018-123043,10024,Acco,Acco Translucent Poly Ring Binders,1,0.25,1,East,4,Corporate,8/29/2018,Standard Class,New York,Binders
34%,1,Office Supplies,Rochester,United States,Dean Katz,20%,1,12/20/2018,CA-2018-105480,14609,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,0.2857142857,1,East,7,Corporate,12/26/2018,Standard Class,New York,Binders
16%,1,Office Supplies,Toledo,United States,Theresa Swint,20%,1,4/16/2016,CA-2016-161263,43615,Other,Assorted Color Push Pins,0,0,1,East,1,Corporate,4/21/2016,Standard Class,Ohio,Fasteners
31%,1,Office Supplies,Philadelphia,United States,Nicole Hansen,20%,1,3/2/2015,CA-2015-111157,19120,Xerox 1971,Xerox 1971,1,0.3333333333,1,East,3,Corporate,3/6/2015,Standard Class,Pennsylvania,Paper
-23%,1,Office Supplies,Philadelphia,United States,Sean Braxton,20%,1,9/7/2015,CA-2015-122882,19134,Carina,"Carina 42""Hx23 3/4""W Media Storage Unit",-15,-0.2307692308,1,East,65,Corporate,9/13/2015,Standard Class,Pennsylvania,Storage
9%,1,Office Supplies,Philadelphia,United States,Matt Connell,20%,1,4/28/2018,CA-2018-160962,19143,Sterilite,Sterilite Officeware Hinged File Box,1,0.125,1,East,8,Corporate,5/2/2018,Standard Class,Pennsylvania,Storage
19%,1,Office Supplies,Philadelphia,United States,Tiffany House,20%,1,5/26/2017,CA-2017-132409,19134,Holmes,Holmes HEPA Air Purifier,7,0.2,2,East,35,Corporate,6/1/2017,Standard Class,Pennsylvania,Appliances
6%,1,Office Supplies,Fairfield,United States,Kelly Lampkin,20%,1,9/23/2017,US-2017-129469,45014,Dixon,"Dixon Ticonderoga Maple Cedar Pencil, #2",0,0,2,East,5,Corporate,9/27/2017,Standard Class,Ohio,Art
15%,1,Office Supplies,Toledo,United States,Cindy Schnelling,20%,1,1/12/2016,CA-2016-128608,43615,BIC,"BIC Brite Liner Highlighters, Chisel Tip",2,0.2,2,East,10,Corporate,1/17/2016,Standard Class,Ohio,Art
11%,1,Office Supplies,Philadelphia,United States,Matt Connell,20%,1,4/28/2018,CA-2018-160962,19143,Newell,Newell 341,1,0.1428571429,2,East,7,Corporate,5/2/2018,Standard Class,Pennsylvania,Art
36%,1,Office Supplies,Long Beach,United States,Tamara Chand,20%,1,9/20/2016,CA-2016-156013,11561,Other,Recycled Premium Regency Composition Covers,9,0.375,2,East,24,Corporate,9/26/2016,Standard Class,New York,Binders
35%,1,Office Supplies,New York City,United States,Brooke Gillingham,20%,1,1/5/2016,CA-2016-108588,10009,Wilson Jones,Wilson Jones data.warehouse D-Ring Binders with DublLock,5,0.3846153846,2,East,13,Corporate,1/10/2016,Standard Class,New York,Binders
36%,1,Office Supplies,New York City,United States,Dan Reichenbach,20%,1,7/14/2017,CA-2017-117282,10009,GBC,GBC Standard Plastic Binding Systems Combs,5,0.3571428571,2,East,14,Corporate,7/18/2017,Standard Class,New York,Binders
36%,1,Office Supplies,New York City,United States,Scott Cohen,20%,1,6/26/2018,CA-2018-107132,10009,GBC,GBC ProClick Punch Binding System,37,0.362745098,2,East,102,Corporate,6/30/2018,Standard Class,New York,Binders
34%,1,Office Supplies,New York City,United States,Andy Gerbode,20%,1,9/7/2016,CA-2016-164084,10011,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",2,0.3333333333,2,East,6,Corporate,9/12/2016,Standard Class,New York,Binders
33%,1,Office Supplies,Philadelphia,United States,Karen Bern,20%,1,11/7/2016,CA-2016-134922,19140,Other,"White Envelopes, White Envelopes with Clear Poly Window",8,0.3333333333,2,East,24,Corporate,11/11/2016,Standard Class,Pennsylvania,Envelopes
35%,1,Office Supplies,Philadelphia,United States,Bill Overfelt,20%,1,5/3/2018,CA-2018-132199,19134,Advantus,Advantus Plastic Paper Clips,3,0.375,2,East,8,Corporate,5/8/2018,Standard Class,Pennsylvania,Fasteners
33%,1,Office Supplies,Columbus,United States,Sylvia Foulston,20%,1,11/12/2018,CA-2018-122644,43229,Strathmore,Strathmore Photo Mount Cards,4,0.3636363636,2,East,11,Corporate,11/17/2018,Standard Class,Ohio,Paper
35%,1,Office Supplies,Philadelphia,United States,Sung Pak,20%,1,8/16/2016,US-2016-126753,19134,Xerox,Xerox 227,4,0.4,2,East,10,Corporate,8/20/2016,Standard Class,Pennsylvania,Paper
36%,1,Office Supplies,York,United States,Noah Childs,20%,1,4/9/2018,CA-2018-169404,17403,Xerox,Xerox 1893,24,0.3636363636,2,East,66,Corporate,4/14/2018,Standard Class,Pennsylvania,Paper
-13%,1,Office Supplies,Marion,United States,Michelle Ellison,20%,1,9/29/2018,CA-2018-148138,43302,Fellowes,Fellowes Bankers Box Stor/Drawer Steel Plus,-6,-0.1176470588,2,East,51,Corporate,10/3/2018,Standard Class,Ohio,Storage
-21%,1,Office Supplies,Newark,United States,George Bell,20%,1,4/28/2015,CA-2015-140228,43055,Carina,"Carina Mini System Audio Rack, Model AR050B",-38,-0.2134831461,2,East,178,Corporate,5/3/2015,Standard Class,Ohio,Storage
-24%,1,Office Supplies,Philadelphia,United States,David Smith,20%,1,11/28/2017,CA-2017-127243,19140,Tennsco,Tennsco Commercial Shelving,-8,-0.2424242424,2,East,33,Corporate,12/4/2017,Standard Class,Pennsylvania,Storage
-20%,1,Office Supplies,Philadelphia,United States,Fred Chung,20%,1,5/15/2016,CA-2016-138492,19140,Fellowes,Fellowes Neat Ideas Storage Cubes,-10,-0.1923076923,2,East,52,Corporate,5/22/2016,Standard Class,Pennsylvania,Storage
-24%,1,Office Supplies,Philadelphia,United States,Filia McAdams,20%,1,5/12/2017,US-2017-101196,19140,Belkin,"Belkin 19"" Vented Equipment Shelf, Black",-20,-0.243902439,2,East,82,Corporate,5/17/2017,Standard Class,Pennsylvania,Storage
-20%,1,Office Supplies,Philadelphia,United States,Jack O'Briant,20%,1,7/29/2017,CA-2017-116344,19140,Gould Plastics,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-17,-0.2,2,East,85,Corporate,8/2/2017,Standard Class,Pennsylvania,Storage
-20%,1,Office Supplies,Philadelphia,United States,Ann Chong,20%,1,9/15/2016,CA-2016-100734,19143,Gould Plastics,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-29,-0.1972789116,2,East,147,Corporate,9/20/2016,Standard Class,Pennsylvania,Storage
10%,1,Office Supplies,Reading,United States,Mary Zewe,20%,1,10/3/2016,CA-2016-125178,19601,Staple magnet,Staple magnet,2,0.1333333333,2,East,15,Corporate,10/9/2016,Standard Class,Pennsylvania,Storage
19%,1,Office Supplies,Columbus,United States,Corey Catlett,20%,1,11/26/2018,CA-2018-155957,43229,Holmes,Holmes HEPA Air Purifier,10,0.1923076923,3,East,52,Corporate,11/30/2018,Standard Class,Ohio,Appliances
10%,1,Office Supplies,Toledo,United States,Theresa Swint,20%,1,4/16/2016,CA-2016-161263,43615,Belkin,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,5,0.1111111111,3,East,45,Corporate,4/21/2016,Standard Class,Ohio,Appliances
6%,1,Office Supplies,Philadelphia,United States,Thea Hudgings,20%,1,11/2/2018,CA-2018-127782,19140,Other,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,1,0.05,3,East,20,Corporate,11/6/2018,Standard Class,Pennsylvania,Appliances
6%,1,Office Supplies,Bowling Green,United States,Bill Stewart,20%,1,11/16/2018,CA-2018-160633,43402,Panasonic,Panasonic KP-380BK Classic Electric Pencil Sharpener,5,0.05813953488,3,East,86,Corporate,11/21/2018,Standard Class,Ohio,Art
16%,1,Office Supplies,Toledo,United States,Theresa Swint,20%,1,4/16/2016,CA-2016-161263,43615,Crayola,Crayola Colored Pencils,1,0.125,3,East,8,Corporate,4/21/2016,Standard Class,Ohio,Art
24%,1,Office Supplies,Philadelphia,United States,Michael Stewart,20%,1,12/4/2018,CA-2018-117667,19134,Dixon,DIXON Ticonderoga Erasable Checking Pencils,3,0.2307692308,3,East,13,Corporate,12/9/2018,Standard Class,Pennsylvania,Art
35%,1,Office Supplies,Philadelphia,United States,Suzanne McNair,20%,1,9/29/2015,CA-2015-122931,19134,Other,Nontoxic Chalk,1,0.25,3,East,4,Corporate,10/3/2015,Standard Class,Pennsylvania,Art
14%,1,Office Supplies,Philadelphia,United States,Andy Yotov,20%,1,12/26/2015,CA-2015-101427,19140,Eldon,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",1,0.125,3,East,8,Corporate,12/30/2015,Standard Class,Pennsylvania,Art
30%,1,Office Supplies,Philadelphia,United States,Vivek Grady,20%,1,8/26/2017,CA-2017-132094,19140,Binney & Smith,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",2,0.4,3,East,5,Corporate,9/2/2017,Standard Class,Pennsylvania,Art
36%,1,Office Supplies,Mount Vernon,United States,Sibella Parks,20%,1,10/13/2015,CA-2015-123316,10550,Other,Recycled Pressboard Report Cover with Reinforced Top Hinge,3,0.375,3,East,8,Corporate,10/17/2015,Standard Class,New York,Binders
35%,1,Office Supplies,New York City,United States,David Kendrick,20%,1,12/20/2018,CA-2018-102197,10009,GBC,GBC Premium Transparent Covers with Diagonal Lined Pattern,18,0.36,3,East,50,Corporate,12/26/2018,Standard Class,New York,Binders
38%,1,Office Supplies,New York City,United States,Edward Hooks,20%,1,5/2/2017,CA-2017-158155,10009,Other,Vinyl Sectional Post Binders,34,0.3777777778,3,East,90,Corporate,5/6/2017,Standard Class,New York,Binders
31%,1,Office Supplies,New York City,United States,Edward Becker,20%,1,11/11/2017,CA-2017-145548,10011,Other,Deluxe Heavy-Duty Vinyl Round Ring Binder,17,0.3090909091,3,East,55,Corporate,11/16/2017,Standard Class,New York,Binders
33%,1,Office Supplies,New York City,United States,Edward Becker,20%,1,11/11/2017,CA-2017-145548,10011,XtraLife,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11,0.3142857143,3,East,35,Corporate,11/16/2017,Standard Class,New York,Binders
